,NO,RUAS,PANJANG,IRI_RATA,SDI_RATA,LEBAR_RATA,IRI_BAIK,IRI_SEDANG,IRI_RUSAK_RINGAN,IRI_RUSAK_BERAT,IRI_TOTAL,SDI_BAIK,SDI_SEDANG,SDI_RUSAK_RINGAN,SDI_RUSAK_BERAT,SDI_TOTAL,LESS_ENAM,ENAM_TUJUH,TUJUH_EMPAT_BELAS,GREATER_EMPAT_BELAS,PANJANG_TOTAL,BIAYA_IRI,BIAYA_SDI
68,032.,BETUNG - BTS. KOTA SEKAYU,50.1,5.127744510978045,57.369261477045896,7.0,15.199999999999962,32.8000000000002,2.0000000000000004,0.1,50.10000000000015,15.899999999999961,19.900000000000013,13.399999999999967,0.8999999999999999,50.09999999999993,0.0,50.10000000000044,0.0,0.0,50.10000000000044,11456000000.00001,64452399999.99988
69,032.11K,JLN. ARAH KE BETUNG  (SEKAYU),1.5000000000000004,5.0,34.066666666666656,6.9999999999999964,0.6,0.7999999999999999,0.1,0.0,1.5,0.7,0.7999999999999999,0.0,0.0,1.5,0.0,1.5000000000000002,0.0,0.0,1.5000000000000002,479600000.0,75000000.0
70,033,BTS. KOTA SEKAYU - MANGUNJAYA,42.8,4.630841121495328,45.08411214953272,7.000000000000001,19.0,22.100000000000048,1.6000000000000003,0.1,42.80000000000005,21.600000000000037,11.599999999999973,9.099999999999984,0.5,42.8,0.0,42.800000000000345,0.0,0.0,42.800000000000345,9472600000.000004,43253599999.99993
71,033.11.K,JLN. OGAN (SEKAYU),5.799999999999999,6.086206896551725,70.60344827586208,7.000000000000003,0.5,4.5,0.7,0.1,5.8,1.4,2.3000000000000007,2.1000000000000005,0.0,5.8000000000000025,0.0,5.799999999999995,0.0,0.0,5.799999999999995,3981200000.0,8786600000.000002
72,034.,MANGUN JAYA - BTS. KAB. MURA,42.5,6.574117647058822,55.967058823529406,7.0,5.899999999999995,28.40000000000013,6.299999999999994,1.9000000000000008,42.50000000000012,19.1,5.9999999999999964,14.699999999999964,2.700000000000001,42.499999999999964,0.0,42.500000000000334,0.0,0.0,42.500000000000334,43935799999.999985,84794199999.99986
73,035.,BTS. KAB. MUBA - MUARA BELITI,78.25999999999998,5.192435471505242,70.5172501916688,7.000000000000003,28.40000000000013,43.76000000000035,5.9999999999999964,0.1,78.26000000000047,17.359999999999975,33.400000000000205,26.90000000000011,0.6,78.26000000000029,0.0,78.25999999999983,0.0,0.0,78.25999999999983,29048000000.0,117904400000.00047
74,036.,BTS. KOTA LAHAT - SIMPANG AIR DIN,29.8,6.7416107382550345,75.91946308724832,6.000000000000001,1.2,24.00000000000007,4.5,0.1,29.80000000000007,8.599999999999985,7.699999999999987,11.599999999999973,1.9000000000000008,29.799999999999947,29.80000000000016,0.0,0.0,0.0,29.80000000000016,20556000000.000004,64744599999.9999
75,036.11K,JLN. MAYOR RUSLAN I (LAHAT),1.55,4.741935483870967,6.774193548387097,7.000000000000001,0.30000000000000004,1.25,0.0,0.0,1.55,1.5500000000000005,0.0,0.0,0.0,1.5500000000000005,0.0,1.5500000000000005,0.0,0.0,1.5500000000000005,77500000.0,77500000.00000001
76,037.,SIMPANG AIR DINGIN - PAGAR ALAM,33.8,6.150887573964497,75.99112426035504,6.000000000000001,4.000000000000002,27.20000000000012,2.2000000000000006,0.4,33.80000000000012,6.799999999999992,12.69999999999997,13.799999999999967,0.5,33.799999999999926,33.80000000000021,0.0,0.0,0.0,33.80000000000021,14027200000.000008,61819799999.99986
77,038.,PAGAR ALAM - TANJUNG SAKTI - BTS.,50.03,5.6562062762342595,45.654407355586656,5.999999999999999,9.599999999999982,38.03000000000027,2.400000000000001,0.0,50.03000000000025,23.63000000000007,16.99999999999997,8.499999999999988,0.8999999999999999,50.03000000000002,50.03000000000044,0.0,0.0,0.0,50.03000000000044,12211900000.000015,44623499999.99994
78,039,BTS. KOTA PALEMBANG/BTS. KAB. BAN,62.8,8.237261146496815,83.50477707006371,7.000000000000003,12.69999999999997,31.400000000000176,8.299999999999986,10.39999999999998,62.800000000000104,26.200000000000106,17.799999999999983,6.499999999999992,12.299999999999974,62.80000000000005,0.0,62.80000000000062,0.0,0.0,62.80000000000062,126057799999.99976,135095999999.99973
79,039.11K,SP. BANDARA II - BTS. KOTA PALEMB,1.0,5.1000000000000005,22.5,10.919999980926516,0.1,0.8999999999999999,0.0,0.0,1.0,0.7,0.30000000000000004,0.0,0.0,1.0,0.0,0.1,0.7,0.2,1.0,49999999.99999999,50000000.0
80,040,AKSES TERMINAL ALANG-ALANG LEBAR,4.0,7.15,74.825,14.000000000000002,0.1,2.600000000000001,1.3,0.0,4.000000000000001,0.7,1.8000000000000005,1.5000000000000002,0.0,4.000000000000001,0.0,0.0,4.000000000000002,0.0,4.000000000000002,5459800000.0,6269000000.000001
81,041,JLN. LINGKAR KEMELAK (BATURAJA),2.6000000000000005,4.384615384615384,9.923076923076923,10.149999985328085,1.1,1.5000000000000002,0.0,0.0,2.6,2.500000000000001,0.1,0.0,0.0,2.600000000000001,0.0,0.0,2.600000000000001,0.0,2.600000000000001,130000000.0,130000000.00000004
82,042,CELIIKAH - KAYU AGUNG,4.6999999999999975,4.7446808510638325,23.978723404255327,7.0000000000000036,1.2,3.4000000000000017,0.1,0.0,4.700000000000001,3.5000000000000018,0.8999999999999999,0.30000000000000004,0.0,4.700000000000002,0.0,4.699999999999998,0.0,0.0,4.699999999999998,639600000.0000001,1448800000.0000002
83,043.11K,JLN. A. YANI,2.8000000000000007,4.571428571428571,35.535714285714285,21.0,1.2,1.6000000000000003,0.0,0.0,2.8000000000000003,2.0000000000000004,0.5,0.30000000000000004,0.0,2.8000000000000007,0.0,0.0,0.0,2.800000000000001,2.800000000000001,140000000.0,1353800000.0000002
84,044,JLN. LINGKAR TIMUR KOTA PRABUMULI,21.3,11.816901408450706,76.65727699530518,12.091079819370322,3.8000000000000016,4.200000000000001,5.799999999999995,7.499999999999987,21.299999999999983,3.4000000000000017,4.200000000000001,7.499999999999987,6.199999999999994,21.299999999999983,0.0,0.0,21.000000000000032,0.30000000000000004,21.30000000000004,88956799999.9999,84667999999.99991
85,045,PRAMBUMULIH - BERIINGIN,29.949999999999996,6.74290484140234,81.67612687813022,7.007011696969928,4.5,16.499999999999964,8.649999999999986,0.30000000000000004,29.94999999999995,3.4000000000000017,14.649999999999965,11.699999999999974,0.2,29.94999999999994,0.2,24.250000000000075,5.4999999999999964,0.0,29.95000000000007,39072399999.99995,50553699999.99989
86,046,BERINGIN - BTS. KAB. OKU,37.75,7.441059602649008,86.15761589403972,7.070728458631908,4.799999999999999,18.399999999999988,13.399999999999967,1.15,37.749999999999964,3.200000000000001,17.44999999999998,16.99999999999997,0.1,37.749999999999964,0.0,21.30000000000004,16.449999999999967,0.0,37.75,65982399999.99988,71528499999.99988
87,047,BTS. KAB. OKU - BATURAJA,32.49999999999999,10.203076923076924,90.56307692307695,7.070153821798472,1.0,12.199999999999974,11.999999999999973,7.29999999999999,32.499999999999936,4.200000000000001,10.39999999999998,16.699999999999967,1.2,32.49999999999995,0.0,15.499999999999964,16.99999999999997,0.0,32.49999999999993,112883999999.99985,79501199999.99986
